timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2021-01-01 00:00:00,0.00129160,0.00130260,0.00127670,0.00129490,148483.25000000,1609473599999,191.16424199,14362,77197.08000000,99.33270803,0
2021-01-01 04:00:00,0.00129510,0.00130280,0.00128550,0.00129550,72953.00000000,1609487999999,94.36056997,8954,37423.97000000,48.40021760,0
2021-01-01 08:00:00,0.00129560,0.00133260,0.00128540,0.00130930,104837.87000000,1609502399999,137.27007403,15283,52396.22000000,68.52571638,0
2021-01-01 12:00:00,0.00130920,0.00132220,0.00129580,0.00130640,103439.50000000,1609516799999,135.17989319,16264,52216.06000000,68.22530417,0
2021-01-01 16:00:00,0.00130730,0.00131060,0.00128630,0.00128860,74939.20000000,1609531199999,97.24428016,14192,39003.47000000,50.61371883,0
2021-01-01 20:00:00,0.00128860,0.00129450,0.00127540,0.00128710,124014.11000000,1609545599999,159.09270965,14620,54358.26000000,69.70250796,0
2021-01-02 00:00:00,0.00128720,0.00128790,0.00126090,0.00127950,113791.41000000,1609559999999,144.79860041,13649,42810.18000000,54.44128253,0
2021-01-02 04:00:00,0.00127910,0.00127980,0.00125190,0.00125420,69119.34000000,1609574399999,87.67918111,11268,35604.69000000,45.19701678,0
2021-01-02 08:00:00,0.00125420,0.00125840,0.00123820,0.00125370,43971.64000000,1609588799999,54.95714324,10599,19518.03000000,24.39454529,0
2021-01-02 12:00:00,0.00125380,0.00125550,0.00119360,0.00120180,188295.86000000,1609603199999,230.09221268,28173,78725.82000000,96.20441515,0
2021-01-02 16:00:00,0.00120150,0.00120190,0.00114320,0.00115150,257984.14000000,1609617599999,301.99635156,34713,106648.18000000,124.74386161,0
2021-01-02 20:00:00,0.00115170,0.00122660,0.00115010,0.00118850,175426.53000000,1609631999999,209.05126210,31126,97762.44000000,116.60423384,0
2021-01-03 00:00:00,0.00118820,0.00119820,0.00115550,0.00116490,116413.93000000,1609646399999,136.02676578,15045,57012.67000000,66.65234510,0
2021-01-03 04:00:00,0.00116510,0.00116870,0.00109410,0.00110290,190961.83000000,1609660799999,213.78935380,26287,85972.83000000,96.37192783,0
2021-01-03 08:00:00,0.00110390,0.00117990,0.00110180,0.00115760,201440.79000000,1609675199999,228.11862160,29904,110710.14000000,125.53596589,0
2021-01-03 12:00:00,0.00115780,0.00122090,0.00114970,0.00120310,262095.91000000,1609689599999,312.23985255,38834,126568.52000000,150.83760252,0
2021-01-03 16:00:00,0.00120310,0.00126420,0.00120240,0.00123040,187180.41000000,1609703999999,231.08105334,31032,83657.92000000,103.38455015,0
2021-01-03 20:00:00,0.00123050,0.00125650,0.00119550,0.00124890,156325.52000000,1609718399999,190.72612445,24449,72907.93000000,88.93323380,0
2021-01-04 00:00:00,0.00124930,0.00128770,0.00122950,0.00123070,230350.43000000,1609732799999,290.14210881,30052,103972.42000000,131.10645253,0
2021-01-04 04:00:00,0.00123070,0.00138000,0.00122010,0.00127190,346958.63000000,1609747199999,441.86448929,41618,166983.19000000,213.73818931,0
2021-01-04 08:00:00,0.00127140,0.00137080,0.00125800,0.00127150,359821.42000000,1609761599999,469.28216084,49615,191257.49000000,249.60961524,0
2021-01-04 12:00:00,0.00127040,0.00128920,0.00123880,0.00125580,159175.93000000,1609775999999,201.07463982,23498,68328.63000000,86.32028271,0
2021-01-04 16:00:00,0.00125570,0.00128090,0.00125100,0.00126040,98615.08000000,1609790399999,124.79238427,17936,54000.20000000,68.28838773,0
2021-01-04 20:00:00,0.00126060,0.00129930,0.00125450,0.00128410,123715.37000000,1609804799999,157.69643694,18469,50971.02000000,64.97517624,0
2021-01-05 00:00:00,0.00128430,0.00128580,0.00124200,0.00127520,191268.80000000,1609819199999,240.76535693,20895,88820.46000000,111.80043961,0
2021-01-05 04:00:00,0.00127540,0.00129880,0.00126400,0.00128760,106394.78000000,1609833599999,136.20497490,19943,49504.00000000,63.39654754,0
2021-01-05 08:00:00,0.00128760,0.00129050,0.00126690,0.00127850,67180.07000000,1609847999999,85.91885238,15431,30786.05000000,39.37867240,0
2021-01-05 12:00:00,0.00127890,0.00127910,0.00123000,0.00125210,101120.95000000,1609862399999,127.24798237,17793,36924.23000000,46.54625785,0
2021-01-05 16:00:00,0.00125130,0.00125740,0.00117310,0.00119660,169801.60000000,1609876799999,206.95048123,25059,67229.42000000,81.86489597,0
2021-01-05 20:00:00,0.00119680,0.00123200,0.00117930,0.00123190,167884.64000000,1609891199999,201.60457323,23398,60189.84000000,72.42061444,0
2021-01-06 00:00:00,0.00123200,0.00123200,0.00119500,0.00119630,116241.79000000,1609905599999,140.82145731,14968,52470.80000000,63.59277452,0
2021-01-06 04:00:00,0.00119670,0.00119670,0.00115230,0.00117970,179550.17000000,1609919999999,210.21974919,28833,96441.09000000,112.91148226,0
2021-01-06 08:00:00,0.00117970,0.00121100,0.00117150,0.00118840,190406.29000000,1609934399999,227.22826468,26826,88501.87000000,105.57869055,0
2021-01-06 12:00:00,0.00118810,0.00122590,0.00118210,0.00119690,205379.04000000,1609948799999,247.75701258,28940,92621.58000000,111.69653869,0
2021-01-06 16:00:00,0.00119630,0.00121290,0.00116330,0.00117960,309729.19000000,1609963199999,368.94311168,30098,144566.15000000,172.53484336,0
2021-01-06 20:00:00,0.00118020,0.00120000,0.00113230,0.00114890,233621.97000000,1609977599999,271.16366259,30599,106130.78000000,123.14799636,0
2021-01-07 00:00:00,0.00114870,0.00114960,0.00111680,0.00112400,203430.33000000,1609991999999,229.87964930,22766,107137.33000000,121.04542780,0
